iter	Logloss
114	0.3506132995
115	0.3501668193
116	0.3497641059
117	0.3494434636
118	0.3490781393
119	0.3487865834
120	0.3484301171
121	0.348075758
122	0.3477048504
123	0.3473811512
124	0.346941912
125	0.3464747813
126	0.3461190265
127	0.3456163257
128	0.345110334
129	0.3448090068
130	0.3444960476
131	0.3440674222
132	0.3437651668
133	0.3434227788
134	0.3430152079
135	0.3427078082
136	0.3423950955
137	0.3421445233
138	0.3418817224
139	0.3415090474
140	0.3411813886
141	0.3409175964
142	0.3407038851
143	0.3403391372
144	0.340078747
145	0.3398546139
146	0.3395931308
147	0.3393252888
148	0.3390006193
149	0.3388494851
150	0.3386563942
151	0.3384182136
152	0.3381521783
153	0.3378304537
154	0.3376120024
155	0.3372574967
156	0.3369362419
157	0.3366800003
158	0.3364983538
159	0.3362266693
160	0.335893039
161	0.3355092786
162	0.3353035201
163	0.3350813731
164	0.3348122295
165	0.3344864559
166	0.3341994695
167	0.3340304279
168	0.3338511801
169	0.3336371891
170	0.3333637847
171	0.3331024724
172	0.3328162159
173	0.3325009645
174	0.3322664493
175	0.3319734505
176	0.3317118185
177	0.3314229838
178	0.3311523824
179	0.3308852334
180	0.3306903178
181	0.3305506458
182	0.3302895312
183	0.3300537124
184	0.3298597527
185	0.3295829126
186	0.3292400899
187	0.3290335027
188	0.3287944274
189	0.3286473961
190	0.3284242442
191	0.3282123427
192	0.3279360177
193	0.3276799807
194	0.3275074149
195	0.3272641937
196197	0.33026461197198	0.33002859198199	0.32974691199	0.3263432365
200201	0.32934787201202	0.32913718202203	0.32894509203204	0.32871329204205	0.328429128
206	0.3282034011
207	0.3280019848
208	0.3278317409
209	0.327601538
210	0.3273501111
211	0.3270915185
212	0.3269333881
213	0.3267539797
214	0.3265094647
215	0.326335838
216	0.3262089431
217	0.3260380157
218	0.3258424411
219	0.3255576842
220	0.3253059114
221	0.3251285883
222	0.3249002424
223	0.324747317
2223	0.32177156522224	0.32157778542225	0.32139259232226	0.32121668262227	0.32106748162228	0.32090363742229	0.32076977682230	0.32065822572231	0.32053258012232	0.32028071642233	0.32014955792234	0.31998104252235	0.3198426252
236	0.3197060477
237	0.3195336276
238	0.3192895164
239	0.3190768489
240	0.3188840432
241	0.3187143407
242	0.3185363082
243	0.31840199245244	0.3182168246	245	0.3180736247	246	0.3179469248	247	0.3177646249	248	0.3175258250	249	0.3173324251	250	0.3172640252	251	0.3171082253	252	0.3168896254	253	0.3167513255	0.3188632271
256	255	0.3163781257	256	0.3163001258	257	0.3160982259258	0.3159061260	259	0.3157316261	260	0.3155740262	261	0.315417263	0262	0.315286264	0263	0.315061265	0264	0.3148403726
265	0.3146494324
266	0.3144352962
267	0.3143365456
268	0.3141894169
269	0.3140211242
270	0.313742272	0271	0.313558273	0272	0.313390274	0273	0.313234275	0274	0.31311276	0.275	0.31295277	0.276	0.31275278	0.277	0.31254279	0.278	0.31236280	0.279	0.31217281	0.280	0.31207282	0.281	0.31182283	0.282	0.3116616964
283	0.3114422967
284	0.3112930995
285	0.3110858819
286	0.3108906365
287	0.310733401
288	0.3105698662
289	0.3103611196
290	0.3102110227
291	0.3101375753
292	0.3100428951
293	0.3098752212
294	0.3097487127
295	0.3095816483
296	0.3093440367
297	0.3092063158
298	0.309091446
299	0.3089233527
300	0.3087901945
301	0.3086567119
302	0.308504249
303	0.3084544912
304	0.308306	0.30305	0.308307	0.3306	0.3079308	0.3307	0.3077309	0.3308	0.3076310	0.3309	0.3075311	0.3310	0.3073312	0.3311	0.307313	0.30312	0.306314	0.30313	0.306315	0.30314	0.306316	0.30315	0.30317	0.3080649985
318	0.307317	0.3319	0.3077318	0.3320	0.3076319	0.3321	0.3075320	0.3322	0.3073321	0.323	0.30721322	0.324	0.30703323	0.325	0.30693324	0.326	0.30680325	0.327	0.30668326	0.328	0.30647327	0.329	0.3063187867
330	0.3061329	0.3331	0.3060330	0.3332	0.3058331	0.3333	0.3056332	0.3334	0.3055333	0.3335	0.3053334	0.3336	0.3052335	0.3337	0.3050336	0.3338	0.3048337	0.3339	0.3047338	0.3340	0.3046339	0.3341	0.3045340	0.3342	0.3044341	0.3343	0.3043342	0.3344	0.3041343	0.3345	0.3040344	0.3346	0.303345	0.30347	0.303346	0.30348	0.303347	0.3349	0.3034348	0.3350	0.3033349	0.3351	0.3032350	0.3352	0.3031351	0.3353	0.3029352	0.3354	0.3027353	0.3355	0.3026354	0.3356	0.3025355	0.3357	0.3023356	0.3358	0.3022357	0.3359	0.3020358	0.3360	0.3018359	0.3361	0.3016360	0.3362	0.3015361	0.363	0.30142362	0.364	0.30120363	365	0.3010327364	366	0.3008904993
367	0.3007535366	368	0.3006607672
369	0.300503368	0370	0.300358369	0371	0.30017370	0.372	0.3000158435
373	0.299906256
374	0.2997497633
375	0.2996381378
376	0.2994876655
377	0.2993146393
378	0.299173458
379	0.2990803977
380	0.2988753038
381	0.2987569752
382	0.298629107
383	0.2984625535
384	0.2982492983
385	0.2981003232
386	0.2979530489
387	0.2977526377
388	0.2976040031
389	0.2974896554
390	0.2973070151
391	0.2971881003
392	0.2970391	0.2393	0.2968392	0.2394	0.2967393	0.2395	0.2965394	0.2396	0.2964395	0.2397	0.2962396	0.2398	0.2961397	0.2399	0.2960398	400	0.2958697399	401	0.2957119879
402	0.295562439
403	0.295383045
404	0.2952799406
405	0.2951081595
406	0.2948954537
407	0.2948282586
408	0.2946891728
409	0.2945453577
410	0.2943429623
411	0.2941411968
412	0.2940294203
413	0.2938658753
414	0.293701838
415	0.2935504399
416	0.2933766065
417	0.2932304382
418	0.2931057931
419	0.2930020841
420	0.2928619334
421	0.2926963803
422	0.2925020735
423	0.292393487
424	0.2922236068
425	0.2919579157
426	0.2917610485
427	0.2916194568
428	0.2914260186
429	0.2912827697
430	0.2911428306
431	0.2909920434
432	0.290431	0.29433	0.2907698569
434	0.2906113658
435	0.2904907455
436	0.2902490709
437	0.2900569898
438	0.2899311783
439	0.2898252987
440	0.2897205581
441	0.2896296249
442	0.2894358042
443	0.2892914963
444	0.2891708279
445	0.2890615582
446	0.2889807593
447	0.2889068534
448	0.2887379673
449	0448	0.288452450	0.2883982282
451	0.2882463554
452	0.2881547271
453	0.2880403961
454	0.2879301854
455	0.2877994509
456	0.2876412064
457	0.2875135283
458	0.2873730465
459	0.2872288258
460	0.2871282233
461	0.2869560004
462	0.286689858
463	0.2866074368
464	0.2863695802
465	0.2862451588
466	0.2860698789
467	0.2859473573
468	0.2858552015
469	0.2857360618
470	0.2855916343
471	0.2854301638
472	0.2852734819
473	0.2851534989
474	0.2850187308
475	0.2849035754
476	0.284811977
477	0.2847019429
478	0.2845400464
479	0.2844211794
480	0.2842993668
481	0.2841431274
482	0.2481	0.2839483	0.2482	0.2838484	0.2837431271
485	0.2835553895
486	0.2833276969
487	0.283176186
488	0.283042113
489	0.2488	0.2831490	0.2489	0.283491	0.2490	0.2828492	0.2491	0.2827493	0.2492	0.2826668091
493	0.2825750778
494	0.2824417703
495	0.2823040632
496	0.2821386593
497	0.2820781178
498	0.2819415902
499	0.2818211061
500	0.281502	0.28501	0.2816303514
502	0.2815012117
503	0.281505	0.28504	0.2811846806
505	0.2810629109
506	0.2809844892
507	0.2808442286
508	0.2807173672
509	0.2805883002
510	0.2804580258
511	0.2802846732
512	0.2802138582
513	0.2801069476
514	0.2799060064
515	0.2797689117
516	0.2796675063
517	0.2795302172
518	0.2794258278
519	0.279290721
520	0.2792103618
521	0.2790414697
522	0.2788678941
523	0.2787040871
524	0.2786123979
525	0.2785057374
526	0.2783848454
527	0.2782441016
528	0.2781421735
529	0.2780251437
530	0.2779198537
531	0.2778517946
532534	0.27736909533535	0.27721832534536	0.27703543535537	0.27686009536538	0.2767183324
539	0.2766325044
540	0.2765270997
541	0.2764404822
542	0.2763062527
543	0.2761691247
544	0.2760700543	545	0.2759445324
546	0.2758054876
547	0.2756829856
548	0.2755249824
549	0.2753679883
550	0.27524549	0.551	0.2751550	0.2552	0.2750551	0.2553	0.2749552	0.2554	0.2748553	0.555	0.27474554	0.556	0.2746094365
557	0.2745329196
558	0.27441557	0.559	0.2743558	0560	0.274176559	0561	0.274098560	0562	0.273941561	0563	0.273798562	0564	0.273712563	0565	0.27359564	0.2738392258
565	0.2737194086
566	0.2735327893
567	0.2734158701
568	0.2732873796
569	0.2732242613
570	0.2730870309
571	0.2730147091
572	0.2729221852
573	0.272791235
574	0.2725875741
575	0.2724875624
576	0.2723921274
577	0.2722800131
578	0.2721887668
579	0.2720742886
580	0.2719795101
581	0.271867651
582	0.2717978997
583	0.2716815656
584	0.2715702066
585	0.2714407219
586	0.2713208753
587	0.2711630383
588	0.2711001384
589	0.2709613936
590	0.2708890733
591	0.2708230687
592	0.2707197309
593	0.2706129313
594	0.2705480427
595	0.2704873993
596	0.2703302662
597	0.2702273612
598	0.2701174562
599	0.2700141003
600	0.2698487813
601	0.2696567392
602	0.2694692038
603	0.2694131972
604	0.2693609356
605	0.26926673956606	0.26914575156607	0.26905992836608	0.26892226926609	0.268815232
610	0.2686754908
611	0.2686009111
612	0.2685401718
613	0.2684447149
614	0.2683157783
615	0.268229879
616	0.2681907508
617	0.2680834379
618	0.2679544853
619	0.2678457763
620	0.2677487955
621	0.2676771124
622	0.267571663
623	0.2674449004
624	0.2673700489
625	0.2672213983
626	0.267091409
627	0.2669775176
628	0.2668453671
629	0.2667343601
630	0.266647033
631	0.2665411532
632	0.2664310649
633	0.2662611758
634	0.2662038856
635	0.2661007814
636	0.2660252748
637	0.2658993042
638	0.265810529
639	0.2656711122
640	0.2655613373
641	0.2654977308
642	0.2653979798
643	0.2653296574
644	0.2652333099
645	0.2651543522
646	0.2650351213
647	0.2649703483
648	0.264848373
649	0.2647917684
650	0.2647302012
651	0.264600267
652	0.2645430147
653	0.264439066
654	0.2643638985
655	0.2642495609
656	0.2641494168
657	0.2640518614
658	0.2639609254
659	0.2638075388
660	0.2636580354
661	0.2635587854
662	0.2634590667
663	0.263394645
664	0.2633063263
665	0.2632353528
666	0.2630591271
667	0.2628837232
668	0.2627767968
669	0.2626662954
670	0.262542039
671	0.2624204585
672	0.2622896928
673	0.2621615883
674	0.2620482642
675	0.2619581134
676	0.2618496879
677	0.2617061091
678	0.2616266982
679	0.2615211725
680	0.2614358746
681	0.2613771462
682	0.2612594478
683	0.2611682281
684	0.2610398552
685	0.2609538596
686	0.2608863208
687	0.2608080479
688	0.2606657779
689	0.2605329125
690	0.2603799637
691	0.2602519389
692	0.2602003999
693	0.2601169978
694	0.2600461448
695	0.2599544134
696	0.2598473921
697	0.2597522085
698	0.2596788329
699	0.2595652604
700	0.2594163155
7703	0.25816406117704	0.25804471997705	0.25794230267706	0.2577219659705	0.2589745651
706	0.2589035886
707	0.2588054461
708	0.2587597116
709	0.2586457859
712	0.256964046
713	0.2568455113
714	0.2567518414
715	0.2565725737
716	0.2564807436
717	0.2563270776
718	0.2561879035
719	0.256122282
720	0.25603105977721	0.25587376772722	0.25574260072723	0.25568029572724	0.25559968723725	0.25550739724726	0.25543964725727	0.2553832472728	0.255299241727	0.2565815606
728	0.2564892297
729	0.2563581434
730	0.2562360488
731	0.2561574296
732	0.2560264272
733	0.2559864441
734	0.2558467465
735	0.2557860255
736	0.2556964872
737	0.2556358879
738	0.2555317035
739	0.2554827117
740	0.2553901339
741	0.2553211246
742	0.2552692965
743	0.2551247521
744	0.254929431
745	0.2548485346
746	0.2547641623
747	0.2546457749
748	0.2545715449
749	0.2544347343
750	0.2543757394
751	0.2543126679
752	0.2541626866
753	0.2540716704
754	0.253940301
755	0.253820105
756	0.2537426076
757	0.2536768477
758	0.2535883514
759	0.2534281819
760	0.2533491049
761	0.2532913955
762	0.2531978475
763	0.2531093387
764	0.253035279
765	0.2529480295
766	0.2528752257
767	0.2528315553
768	0.2527470901
769	0.2526669187
770	0.2525614819
771	0.252475187
772	0.2524169722
773	0.2523284665
774	0.2522931564
775	0.2521971196
776	0.2520761571
777	0.2519874231
778	0.2519194851
779	0.2517887597
780	0.2516466927
781	0.2515413294
782	0.2514472502
783	0.2513602297
784	0.2512917476
785	0.251198162
786	0.2510709253
787	0.2509967792
788	0.250887963
789	0.2508387215
790	0.2507281745
791	0.250659705
792	0.2505585866
793	0.2504715778
794	0.2503703376
795	0.2502088821
796	0.2501230995
797	0.250047418
798	0.2499900067
799	0.2499254095
800	0.2498622227
801	0.2497861148
802	0.2496963223
803	0.2495812888
804	0.2494810484
805	0.2493928337
806	0.2492845101
807	0.809	0.24717808	0.2491349117
809	0.2490586382
810	0.2489766316
811	0.2489289353
812	0.2488536756
813	0.2487019547
814	0.2485649088
815	0.2485142551
816	0.2484639899
817	0.2484146663
818	0.2482754004
819	0.2482195675
820	0.2480989381
821	0.2479972378
822	0.2478959881
823	0.2478138735
824	0.2477437805
825	0.2476439837
826	0.2475038686
827	0.2473813224
828	0.2472319401
829	0.2471587715
830	0.2471146585
831	0.2470453372
832	0.2469782182
833	0.2469555644
834	0.2468509068
835	0.2468159103
836	0.2466927785
837	0.2466479345
838	0.246577589
839	0.2465041572
840	0.246378044
841	0.2463078095
842	0.2462778568
843	0.2461809029
844	0.2461380286
845	0.2460620243
846	0.2459666273
847	0.2458988854
848	0.2458287885
849	0.245707637
850	0.2456662174
851	0.2456009641
852	0.2455232129
853	0.2454706967
854	0.2453305827
855	0.2452616789
856	0.2451544723
857	0.2450672512
858	0.244999565
859	0.2449540456
860	0.2448220996
861	0.244727233
862	0.2445871126
863	0.244535615
864	0.2444156695
865	0.2443076243
866	0.2442405586
867	0.2441466108
868	0.2440825383
869	0.2440256945
870	0.2439309175
871	0.2438484847
872	0.2437335195
873	0.2437046522
874	0.2436688315
875	0.2436257679
876	0.2435704863
877	0.2434765217
878	0.2434301357
879	0.2433406061
880	0.2432599377
881	0.2431744227
882	0.243107443
883	0.2429488732
884	0.2427468928
885	0.24269089
886	0.2426426846
887	0.2425509264
888	0.2424410925
889	0.2423110965
890	0.2421984352
891	0.2421328729
892	0.2420795336
893	0.2420210018
894	0.2419655348
895	0.2419058443
896	0.2418140062
897	0.241745675
898	0.2416341308
899	0.2415577181
900	0.2415047079
901	0.2414099156
902	0.2413224229
903	0.2412492317
904	0.2411619249
905	0.2411019993
906	0.2410171632
907	0.2408711602
908	0.2407655192
909	0.2406331602
910	0.2405413816
911	0.240407213
912	0.2403060714
913	0.2401870479
914	0.2401383054
915	0.2400712207
916	0.2400052879
917	0.2398816473
918	0.2397719635
919	0.2396573248
920	0.2395698034
921	0.2394521119
922	0.239360694
923	0.2392809623
924	0.2391668506
925	0.2390512895
926	0.2389162116
927	0.2388132446
928	0.2387379216
929	0.238683426
930	0.2386063795
931	0.2385182387
932	0.2384430664
933	0.238364131
934	0.2382919585
935	0.2382376166
936	0.2381841585
937	0.238028801
938	0.2379497305
939	0.2378864301
940	0.2378238249
941	0.2377398951
942	0.2376412936
943	0.2375799966
944	0.2375302842
945	0.2374073893
946	0.23733157
947	0.2372669552
948	0.2371140684
949	0.2370558232
950	0.2369921736
951	0.2369209167
952	0.2368585099
953	0.2367899769
954	0.2366373191
955	0.2365868778
956	0.2364897227
957	0.2364103071
958	0.960	0.23349959	0961	0.233434960	0962	0.233312246
963	0.2331668198
964	0.2330945866
965	0.2330397392
966	0.2329690746
967	0.2329005045
968	0.2328244177
969	0.2327149995
970	0.2326664091
971	0.2325543164
972	0.2324628745
973	0.2324083279
974	0.2323595654
975	0.2322693238
976	0.2321228451
977	0.2320575523
978	0.2319173733
979	0.2318533432
980	0.2317575749
981	0.2316483843
982	0.2315645346
983	0.2315148014
984	0.2314606023
985	0.2313426933
986	0.2312638887
987	0.2311499349
988	0.2311007928
989	0.2310453837
990	0.2309395359
991	0.2308970741
992	0.2308339188
993	0.230713758
994	0.2306175023
995	0.2304752666
996	0.2304217376
997	0.2303580383
998	0.230303392
999	0.2301749074
.2232321999	0.2329754387
